atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_O,DDD_oral_aerosol,DDD_P,DDD_R,DDD_SL,DDD_TD,unit_O,unit_oral_aerosol,unit_P,unit_R,unit_SL,unit_TD
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,Corticosteroids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AA09,dexamethasone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,Corticosteroids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AA10,fluocinolone acetonide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,Corticosteroids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AA11,fluocinonide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,Corticosteroids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AA12,triamcinolone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AB,Antibiotics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AD01,lidocaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AD02,tetracaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AD03,benzocaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AD04,cinchocaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AD05,procaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AD06,oxetacaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AD07,pramocaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AE,Muscle relaxants,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AE01,glyceryl trinitrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AE,Muscle relaxants,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AE02,isosorbide dinitrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AE,Muscle relaxants,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AE03,diltiazem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AX01,aluminium preparations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AX02,"bismuth preparations, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AX03,"other preparations, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AX04,zinc preparations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AX05,tribenoside,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05AX06,phenylephrine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BA,Heparins or heparinoids for topical use,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BA01,organo-heparinoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BA,Heparins or heparinoids for topical use,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BA02,sodium apolate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BA,Heparins or heparinoids for topical use,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BA03,heparin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BA,Heparins or heparinoids for topical use,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BA04,pentosan polysulfate sodium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BA,Heparins or heparinoids for topical use,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BA51,"heparinoid, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BA,Heparins or heparinoids for topical use,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BA53,"heparin, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BB,Sclerosing agents for local injection,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BB01,monoethanolamine oleate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BB,Sclerosing agents for local injection,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BB02,polidocanol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BB,Sclerosing agents for local injection,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BB03,invert sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BB,Sclerosing agents for local injection,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BB04,sodium tetradecyl sulfate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BB,Sclerosing agents for local injection,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BB05,phenol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BB,Sclerosing agents for local injection,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BB56,"glucose, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BX,Other sclerosing agents,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BX01,calcium dobesilate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BX,Other sclerosing agents,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05BX51,"calcium dobesilate, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05CA01,rutoside,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05CA02,monoxerutin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05CA03,diosmin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05CA04,troxerutin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05CA05,hidrosmin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05CA51,"rutoside, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05CA53,"diosmin, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05CA54,"troxerutin, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CX,Other capillary stabilizing agents,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05CX01,tribenoside,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CX,Other capillary stabilizing agents,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05CX02,naftazone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CX,Other capillary stabilizing agents,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05CX03,Hippocastani semen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05X,OTHER VASOPROTECTIVES,C05XX,Other vasoprotectives,"No DDDs are established in this group, since most of the drugs in this group are for topical use.",C05XX01,beperminogene perplasmid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective","The DDDs are based on the treatment of mild-moderate hypertension.The DDDs for oral and parenteral formulations are equal, even if the parenteral preparations are used for the initial treatment of arrhythmias.  Exception: practolol.",C07AA01,alprenolol,NA,0.4,NA,0.4,NA,NA,NA,g,NA,g,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective","The DDDs are based on the treatment of mild-moderate hypertension.The DDDs for oral and parenteral formulations are equal, even if the parenteral preparations are used for the initial treatment of arrhythmias.  Exception: practolol.",C07AA02,oxprenolol,NA,0.16,NA,0.16,NA,NA,NA,g,NA,g,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective","The DDDs are based on the treatment of mild-moderate hypertension.The DDDs for oral and parenteral formulations are equal, even if the parenteral preparations are used for the initial treatment of arrhythmias.  Exception: practolol.",C07AA03,pindolol,NA,15,NA,15,NA,NA,NA,mg,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective","The DDDs are based on the treatment of mild-moderate hypertension.The DDDs for oral and parenteral formulations are equal, even if the parenteral preparations are used for the initial treatment of arrhythmias.  Exception: practolol.",C07AA05,propranolol,NA,0.16,NA,0.16,NA,NA,NA,g,NA,g,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective","The DDDs are based on the treatment of mild-moderate hypertension.The DDDs for oral and parenteral formulations are equal, even if the parenteral preparations are used for the initial treatment of arrhythmias.  Exception: practolol.",C07AA06,timolol,NA,20,NA,20,NA,NA,NA,mg,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective","The DDDs are based on the treatment of mild-moderate hypertension.The DDDs for oral and parenteral formulations are equal, even if the parenteral preparations are used for the initial treatment of arrhythmias.  Exception: practolol.",C07AA07,sotalol,NA,0.16,NA,0.16,NA,NA,NA,g,NA,g,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective","The DDDs are based on the treatment of mild-moderate hypertension.The DDDs for oral and parenteral formulations are equal, even if the parenteral preparations are used for the initial treatment of arrhythmias.  Exception: practolol.",C07AA12,nadolol,NA,0.16,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective","The DDDs are based on the treatment of mild-moderate hypertension.The DDDs for oral and parenteral formulations are equal, even if the parenteral preparations are used for the initial treatment of arrhythmias.  Exception: practolol.",C07AA14,mepindolol,NA,5,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective","The DDDs are based on the treatment of mild-moderate hypertension.The DDDs for oral and parenteral formulations are equal, even if the parenteral preparations are used for the initial treatment of arrhythmias.  Exception: practolol.",C07AA15,carteolol,NA,10,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective","The DDDs are based on the treatment of mild-moderate hypertension.The DDDs for oral and parenteral formulations are equal, even if the parenteral preparations are used for the initial treatment of arrhythmias.  Exception: practolol.",C07AA16,tertatolol,NA,5,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective","The DDDs are based on the treatment of mild-moderate hypertension.The DDDs for oral and parenteral formulations are equal, even if the parenteral preparations are used for the initial treatment of arrhythmias.  Exception: practolol.",C07AA17,bopindolol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
